ID,Recency,Frequency,Monetary,LastAmount,FirstGiftDate,LastGiftDate,R_score,F_score,M_score,RFM_Score,RFM_Segment
61477,4157,2,400.0,200.0,2013-11-13,2014-03-26,3,2,3,8,Regular
61504,790,1,100.0,100.0,2023-06-14,2023-06-14,5,1,1,7,Regular
61520,2632,11,2200.0,200.0,2015-04-21,2018-05-29,3,5,5,13,Regular
61530,4426,2,400.0,200.0,2013-06-28,2013-06-30,3,2,3,8,Regular
61549,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
61563,3623,2,400.0,200.0,2015-04-21,2015-09-11,3,2,3,8,Regular
61584,169,3,1300.0,600.0,2021-06-24,2025-02-24,5,3,4,12,Loyal
61603,3156,1,94.9,94.9,2016-12-21,2016-12-21,3,1,1,5,Regular
61651,3969,1,200.0,200.0,2014-09-30,2014-09-30,3,1,2,6,Regular
61656,419,2,275.0,100.0,2022-11-22,2024-06-19,5,2,3,10,Regular
61690,4442,1,200.0,200.0,2013-06-14,2013-06-14,3,1,2,6,Regular
61721,2966,17,27400.0,5000.0,2012-06-29,2017-06-29,3,5,5,13,Regular
61728,1517,3,210.0,30.0,2011-06-23,2021-06-17,4,3,2,9,Loyal
61737,1870,19,5700.0,300.0,2011-06-27,2020-06-29,4,5,5,14,Champion
61738,1527,1,100.0,100.0,2021-06-07,2021-06-07,4,1,1,6,Regular
61739,1510,4,750.0,100.0,2016-10-18,2021-06-24,4,4,4,12,Champion
61741,3311,5,1000.0,200.0,2014-06-12,2016-07-19,3,4,4,11,Regular
61750,670,1,2000.0,2000.0,2023-10-12,2023-10-12,5,1,5,11,High Potential
61769,411,4,1400.0,500.0,2020-07-06,2024-06-27,5,4,4,13,Champion
61841,773,6,1150.0,250.0,2020-02-28,2023-07-01,5,4,4,13,Champion
61856,1504,3,600.0,200.0,2019-05-29,2021-06-30,4,3,3,10,Loyal
61908,3623,3,600.0,200.0,2015-04-21,2015-09-11,3,3,3,9,Regular
61919,407,1,101.0,101.0,2024-07-01,2024-07-01,5,1,2,8,Regular
61927,2295,1,200.0,200.0,2019-05-01,2019-05-01,4,1,2,7,Regular
62053,2490,1,200.0,200.0,2018-10-18,2018-10-18,3,1,2,6,Regular
62061,2990,5,1950.0,200.0,2012-07-26,2017-06-05,3,4,5,12,Regular
62062,48,3,1270.0,20.0,2011-08-09,2025-06-25,5,3,4,12,Loyal
62103,4792,1,200.0,200.0,2012-06-29,2012-06-29,2,1,2,5,At Risk / Lapsed
62104,1154,2,350.0,200.0,2013-08-02,2022-06-15,4,2,3,9,Regular
62109,4290,2,400.0,200.0,2013-03-13,2013-11-13,3,2,3,8,Regular
62137,4429,1,200.0,200.0,2013-06-27,2013-06-27,3,1,2,6,Regular
62138,4290,2,400.0,200.0,2013-03-13,2013-11-13,3,2,3,8,Regular
62142,2891,2,400.0,200.0,2015-06-11,2017-09-12,3,2,3,8,Regular
62146,1630,8,1600.0,200.0,2015-04-21,2021-02-24,4,5,4,13,Champion
62161,1210,1,600.0,600.0,2022-04-20,2022-04-20,4,1,3,8,Regular
62182,2210,3,600.0,200.0,2019-02-20,2019-07-25,4,3,3,10,Loyal
62203,2,6,1250.0,200.0,2005-04-08,2025-08-10,5,4,4,13,Champion
62219,2356,5,1000.0,200.0,2017-09-01,2019-03-01,4,4,4,12,Champion
62252,1517,1,250.0,250.0,2021-06-17,2021-06-17,4,1,2,7,Regular
62268,2724,1,200.0,200.0,2018-02-26,2018-02-26,3,1,2,6,Regular
62274,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
62302,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
62320,773,1,150.0,150.0,2023-07-01,2023-07-01,5,1,2,8,Regular
62333,1910,12,2400.0,200.0,2016-05-11,2020-05-20,4,5,5,14,Champion
62334,1517,1,1000.0,1000.0,2021-06-17,2021-06-17,4,1,4,9,High Potential
62413,1899,9,2600.0,200.0,2015-04-21,2020-05-31,4,5,5,14,Champion
62422,409,1,50.0,50.0,2024-06-29,2024-06-29,5,1,1,7,Regular
62434,4535,1,200.0,200.0,2013-03-13,2013-03-13,2,1,2,5,At Risk / Lapsed
62441,4290,1,200.0,200.0,2013-11-13,2013-11-13,3,1,2,6,Regular
62468,4061,1,250.0,250.0,2014-06-30,2014-06-30,3,1,2,6,Regular
62490,994,1,500.0,500.0,2022-11-22,2022-11-22,5,1,3,9,Regular
62497,795,1,500.0,500.0,2023-06-09,2023-06-09,5,1,3,9,Regular
62510,4442,1,200.0,200.0,2013-06-14,2013-06-14,3,1,2,6,Regular
62520,394,12,575.0,25.0,2011-06-09,2024-07-14,5,5,3,13,Loyal
62534,409,2,1000.0,500.0,2021-06-17,2024-06-29,5,2,4,11,High Potential
62576,1517,1,300.0,300.0,2021-06-17,2021-06-17,4,1,3,8,Regular
62628,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
62646,1282,1,200.0,200.0,2022-02-07,2022-02-07,4,1,2,7,Regular
62745,3248,10,2000.0,200.0,2013-03-13,2016-09-20,3,5,5,13,Regular
62791,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
62814,4535,1,200.0,200.0,2013-03-13,2013-03-13,2,1,2,5,At Risk / Lapsed
62828,3623,3,600.0,200.0,2015-04-21,2015-09-11,3,3,3,9,Regular
62862,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
62863,1517,1,250.0,250.0,2021-06-17,2021-06-17,4,1,2,7,Regular
62875,2364,8,2800.0,200.0,2013-06-14,2019-02-21,4,5,5,14,Champion
62878,3269,12,2400.0,200.0,2013-03-13,2016-08-30,3,5,5,13,Regular
62907,802,1,5000.0,5000.0,2023-06-02,2023-06-02,5,1,5,11,High Potential
62908,1517,1,200.0,200.0,2021-06-17,2021-06-17,4,1,2,7,Regular
62909,1517,2,1040.0,40.0,2021-06-17,2021-06-17,4,2,4,10,High Potential
62965,3766,3,600.0,200.0,2013-11-13,2015-04-21,3,3,3,9,Regular
62979,2014,23,19050.0,200.0,2012-11-27,2020-02-06,4,5,5,14,Champion
62980,2447,1,5000.0,5000.0,2018-11-30,2018-11-30,3,1,5,9,Regular
63004,4442,2,400.0,200.0,2013-03-13,2013-06-14,3,2,3,8,Regular
63086,1414,20,13550.0,200.0,2012-08-27,2021-09-28,4,5,5,14,Champion
63089,2360,2,400.0,200.0,2016-05-02,2019-02-25,4,2,3,9,Regular
63090,43,6,6904.0,500.0,2023-06-23,2025-06-30,5,4,5,14,Champion
63106,3766,1,200.0,200.0,2015-04-21,2015-04-21,3,1,2,6,Regular
63113,279,31,690568.86,30005.56,2011-11-14,2024-11-06,5,5,5,15,Champion
63119,798,1,100.0,100.0,2023-06-06,2023-06-06,5,1,1,7,Regular
63125,1510,3,500.0,100.0,2013-03-13,2021-06-24,4,3,3,10,Loyal
63137,3420,1,200.0,200.0,2016-04-01,2016-04-01,3,1,2,6,Regular
63138,994,1,200.0,200.0,2022-11-22,2022-11-22,5,1,2,8,Regular
63161,1643,1,200.0,200.0,2021-02-11,2021-02-11,4,1,2,7,Regular
63201,2365,6,1200.0,200.0,2017-02-21,2019-02-20,4,4,4,12,Champion
63202,2206,2,400.0,200.0,2019-05-02,2019-07-29,4,2,3,9,Regular
63228,2538,15,3000.0,200.0,2013-06-14,2018-08-31,3,5,5,13,Regular
63263,2701,9,1800.0,200.0,2013-03-13,2018-03-21,3,5,5,13,Regular
63292,2569,13,2600.0,200.0,2013-03-13,2018-07-31,3,5,5,13,Regular
63316,4290,3,600.0,200.0,2013-03-13,2013-11-13,3,3,3,9,Regular
63336,53,10,900.0,100.0,2016-06-21,2025-06-20,5,5,4,14,Champion
63385,1444,23,4600.0,200.0,2013-06-14,2021-08-29,4,5,5,14,Champion
63398,784,3,200.0,50.0,2019-06-07,2023-06-20,5,3,2,10,Loyal
63409,1517,1,200.0,200.0,2021-06-17,2021-06-17,4,1,2,7,Regular
63418,2335,1,5000.0,5000.0,2019-03-22,2019-03-22,4,1,5,10,High Potential
63498,1138,1,175.0,175.0,2022-07-01,2022-07-01,4,1,2,7,Regular
63513,3969,3,600.0,200.0,2014-03-26,2014-09-30,3,3,3,9,Regular
63519,2974,2,150.0,100.0,2016-06-14,2017-06-21,3,2,2,7,Regular
63531,2601,4,600.0,100.0,2014-03-26,2018-06-29,3,4,3,10,Regular
63532,47,2,703.61,203.61,2022-11-22,2025-06-26,5,2,4,11,High Potential
63544,27,56,6260.0,60.0,2015-04-21,2025-07-16,5,5,5,15,Champion
63545,1517,2,350.0,250.0,2018-06-17,2021-06-17,4,2,3,9,Regular
63550,2920,5,800.0,100.0,2013-06-24,2017-08-14,3,4,4,11,Regular
63570,1517,16,5000.0,2000.0,2014-06-12,2021-06-17,4,5,5,14,Champion
63576,393,17,3363.0,200.0,2012-11-13,2024-07-15,5,5,5,15,Champion
63577,50,5,1100.0,150.0,2018-06-20,2025-06-23,5,4,4,13,Champion
63588,553,1,600.0,600.0,2024-02-06,2024-02-06,5,1,3,9,Regular
63604,3766,2,800.0,600.0,2013-11-13,2015-04-21,3,2,4,9,Regular
63607,3715,1,200.0,200.0,2015-06-11,2015-06-11,3,1,2,6,Regular
63614,3420,2,400.0,200.0,2015-04-21,2016-04-01,3,2,3,8,Regular
63667,2293,6,1600.0,200.0,2014-03-26,2019-05-03,4,4,4,12,Champion
63694,3623,9,1800.0,200.0,2013-03-13,2015-09-11,3,5,5,13,Regular
63697,4290,1,200.0,200.0,2013-11-13,2013-11-13,3,1,2,6,Regular
63707,4290,2,400.0,200.0,2013-03-13,2013-11-13,3,2,3,8,Regular
63708,2265,3,600.0,200.0,2018-05-30,2019-05-31,4,3,3,10,Loyal
63761,4079,4,800.0,200.0,2013-06-14,2014-06-12,3,4,4,11,Regular
63787,994,2,450.0,250.0,2021-06-17,2022-11-22,5,2,3,10,Regular
63799,3696,5,1000.0,200.0,2013-03-13,2015-06-30,3,4,4,11,Regular
63806,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
63818,54,11,3050.0,250.0,2014-06-26,2025-06-19,5,5,5,15,Champion
63827,2965,3,400.0,200.0,2015-06-30,2017-06-30,3,3,3,9,Regular
63828,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
63830,4157,2,400.0,200.0,2013-03-13,2014-03-26,3,2,3,8,Regular
63836,1289,22,4800.0,600.0,2015-04-21,2022-01-31,4,5,5,14,Champion
63837,56,2,150.0,50.0,2021-06-24,2025-06-17,5,2,2,9,Regular
63842,3100,1,200.0,200.0,2017-02-15,2017-02-15,3,1,2,6,Regular
63856,3386,5,1000.0,200.0,2015-04-21,2016-05-05,3,4,4,11,Regular
63869,3080,2,400.0,200.0,2016-08-19,2017-03-07,3,2,3,8,Regular
63916,2441,7,1400.0,200.0,2014-03-26,2018-12-06,3,4,4,11,Regular
63919,3969,4,800.0,200.0,2013-03-13,2014-09-30,3,4,4,11,Regular
63922,2856,6,1200.0,200.0,2015-04-21,2017-10-17,3,4,4,11,Regular
63923,1517,1,150.0,150.0,2021-06-17,2021-06-17,4,1,2,7,Regular
63944,2540,17,3400.0,200.0,2013-03-13,2018-08-29,3,5,5,13,Regular
63945,2255,1,200.0,200.0,2019-06-10,2019-06-10,4,1,2,7,Regular
63950,4079,2,400.0,200.0,2014-03-26,2014-06-12,3,2,3,8,Regular
64007,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
64020,994,2,600.0,100.0,2021-06-17,2022-11-22,5,2,3,10,Regular
64120,2723,1,60.0,60.0,2018-02-27,2018-02-27,3,1,1,5,Regular
64126,3434,1,200.0,200.0,2016-03-18,2016-03-18,3,1,2,6,Regular
64131,3715,2,400.0,200.0,2014-06-12,2015-06-11,3,2,3,8,Regular
64132,1174,2,200000.0,100000.0,2021-06-11,2022-05-26,4,2,5,11,High Potential
64133,1517,1,5000.0,5000.0,2021-06-17,2021-06-17,4,1,5,10,High Potential
64134,165,7,1400.0,200.0,2014-03-26,2025-02-28,5,4,4,13,Champion
64144,3381,2,400.0,200.0,2014-03-26,2016-05-10,3,2,3,8,Regular
64150,56,9,1800.0,200.0,2022-03-01,2025-06-17,5,5,5,15,Champion
64171,1517,11,2550.0,500.0,2016-04-01,2021-06-17,4,5,5,14,Champion
64184,3088,1,600.0,600.0,2017-02-27,2017-02-27,3,1,3,7,Regular
64185,1443,16,3240.0,200.0,2013-03-13,2021-08-30,4,5,5,14,Champion
64186,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
64214,999,2,550.0,300.0,2021-06-17,2022-11-17,5,2,3,10,Regular
64219,2015,9,1800.0,200.0,2016-04-01,2020-02-05,4,5,5,14,Champion
64232,1,11,2200.0,200.0,2016-04-01,2025-08-11,5,5,5,15,Champion
64257,1460,10,2000.0,200.0,2017-02-28,2021-08-13,4,5,5,14,Champion
64260,4064,2,400.0,200.0,2013-03-13,2014-06-27,3,2,3,8,Regular
64272,1534,7,1400.0,200.0,2019-05-29,2021-05-31,4,4,4,12,Champion
64275,3827,2,400.0,200.0,2014-06-12,2015-02-19,3,2,3,8,Regular
64286,776,5,1400.0,200.0,2014-03-26,2023-06-28,5,4,4,13,Champion
64289,4535,1,200.0,200.0,2013-03-13,2013-03-13,2,1,2,5,At Risk / Lapsed
64294,75,4,800.0,200.0,2017-02-09,2025-05-29,5,4,4,13,Champion
64304,1782,8,2000.0,200.0,2017-02-24,2020-09-25,4,5,5,14,Champion
64318,1445,10,2000.0,200.0,2017-02-28,2021-08-28,4,5,5,14,Champion
64339,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
64342,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
64367,4669,6,1550.0,150.0,2012-10-15,2012-10-30,2,4,4,10,Regular
64375,2174,3,600.0,200.0,2018-02-28,2019-08-30,4,3,3,10,Loyal
64399,4684,1,5000.0,5000.0,2012-10-15,2012-10-15,2,1,5,8,Regular
64402,438,2,400.0,200.0,2024-03-19,2024-05-31,5,2,3,10,Regular
64469,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
64483,4442,1,200.0,200.0,2013-06-14,2013-06-14,3,1,2,6,Regular
64486,2247,1,60.0,60.0,2019-06-18,2019-06-18,4,1,1,6,Regular
64489,4157,1,600.0,600.0,2014-03-26,2014-03-26,3,1,3,7,Regular
64500,1517,7,2250.0,1000.0,2016-04-01,2021-06-17,4,4,5,13,Champion
64547,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
64550,4079,1,200.0,200.0,2014-06-12,2014-06-12,3,1,2,6,Regular
64552,1517,1,200.0,200.0,2021-06-17,2021-06-17,4,1,2,7,Regular
64553,4442,2,400.0,200.0,2013-03-13,2013-06-14,3,2,3,8,Regular
64580,3766,3,600.0,200.0,2014-06-12,2015-04-21,3,3,3,9,Regular
64597,3623,7,1400.0,200.0,2013-11-13,2015-09-11,3,4,4,11,Regular
64608,1534,2,400.0,200.0,2015-04-21,2021-05-31,4,2,3,9,Regular
64613,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
64630,3969,4,800.0,200.0,2013-03-13,2014-09-30,3,4,4,11,Regular
64652,1198,4,700.0,200.0,2018-02-15,2022-05-02,4,4,4,12,Champion
64665,2965,5,1050.0,250.0,2013-06-24,2017-06-30,3,4,4,11,Regular
64680,3577,1,600.0,600.0,2015-10-27,2015-10-27,3,1,3,7,Regular
64690,1877,1,100.0,100.0,2020-06-22,2020-06-22,4,1,1,6,Regular
64712,68,18,3600.0,200.0,2015-06-11,2025-06-05,5,5,5,15,Champion
64713,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
64717,3018,14,2800.0,200.0,2013-03-13,2017-05-08,3,5,5,13,Regular
64737,4157,1,600.0,600.0,2014-03-26,2014-03-26,3,1,3,7,Regular
64751,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
64782,669,2,400.0,200.0,2023-02-22,2023-10-13,5,2,3,10,Regular
64800,3451,1,200.0,200.0,2016-03-01,2016-03-01,3,1,2,6,Regular
64831,2147,2,400.0,200.0,2018-09-05,2019-09-26,4,2,3,9,Regular
64852,3715,1,200.0,200.0,2015-06-11,2015-06-11,3,1,2,6,Regular
64856,2240,4,1950.0,750.0,2015-02-06,2019-06-25,4,4,5,13,Champion
64857,2603,1,750.0,750.0,2018-06-27,2018-06-27,3,1,4,8,Regular
64872,1517,3,600.0,200.0,2018-10-18,2021-06-17,4,3,3,10,Loyal
64952,3969,5,1000.0,200.0,2013-06-14,2014-09-30,3,4,4,11,Regular
64953,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
64955,4079,1,200.0,200.0,2014-06-12,2014-06-12,3,1,2,6,Regular
64963,3274,7,1400.0,200.0,2013-06-14,2016-08-25,3,4,4,11,Regular
64973,3766,1,200.0,200.0,2015-04-21,2015-04-21,3,1,2,6,Regular
64982,2904,12,2400.0,200.0,2014-03-26,2017-08-30,3,5,5,13,Regular
64983,1517,1,500.0,500.0,2021-06-17,2021-06-17,4,1,3,8,Regular
64991,3420,1,200.0,200.0,2016-04-01,2016-04-01,3,1,2,6,Regular
64996,4079,2,400.0,200.0,2014-03-26,2014-06-12,3,2,3,8,Regular
65014,2659,6,1200.0,200.0,2015-04-21,2018-05-02,3,4,4,11,Regular
65015,2980,2,250.0,100.0,2015-06-19,2017-06-15,3,2,2,7,Regular
65016,1174,1,175.0,175.0,2022-05-26,2022-05-26,4,1,2,7,Regular
65018,1517,10,2050.0,250.0,2014-06-27,2021-06-17,4,5,5,14,Champion
65019,783,1,250.0,250.0,2023-06-21,2023-06-21,5,1,2,8,Regular
65024,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
65032,1517,1,500.0,500.0,2021-06-17,2021-06-17,4,1,3,8,Regular
65034,4079,2,400.0,200.0,2014-03-26,2014-06-12,3,2,3,8,Regular
65038,3102,8,1600.0,200.0,2014-06-22,2017-02-13,3,5,4,12,Regular
65041,3360,2,400.0,200.0,2015-06-11,2016-05-31,3,2,3,8,Regular
65047,3268,2,400.0,200.0,2014-03-26,2016-08-31,3,2,3,8,Regular
65055,1899,1,200.0,200.0,2020-05-31,2020-05-31,4,1,2,7,Regular
65059,3288,4,800.0,200.0,2014-06-12,2016-08-11,3,4,4,11,Regular
65070,4079,1,200.0,200.0,2014-06-12,2014-06-12,3,1,2,6,Regular
65083,3623,3,600.0,200.0,2014-03-26,2015-09-11,3,3,3,9,Regular
65123,994,1,50.0,50.0,2022-11-22,2022-11-22,5,1,1,7,Regular
65143,2728,2,800.0,200.0,2017-02-24,2018-02-22,3,2,4,9,Regular
65144,1517,1,500.0,500.0,2021-06-17,2021-06-17,4,1,3,8,Regular
65156,154,16,4400.0,600.0,2016-04-01,2025-03-11,5,5,5,15,Champion
65157,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
65182,1517,2,260.0,200.0,2018-02-19,2021-06-17,4,2,3,9,Regular
65199,1140,15,3000.0,200.0,2015-12-21,2022-06-29,4,5,5,14,Champion
65207,3091,5,2200.0,600.0,2015-04-21,2017-02-24,3,4,5,12,Regular
65229,3458,5,1000.0,200.0,2014-03-26,2016-02-23,3,4,4,11,Regular
65243,3009,4,800.0,200.0,2016-05-09,2017-05-17,3,4,4,11,Regular
65259,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
65273,3013,2,400.0,200.0,2017-03-01,2017-05-13,3,2,3,8,Regular
65276,3623,4,800.0,200.0,2014-03-26,2015-09-11,3,4,4,11,Regular
65339,2192,3,600.0,200.0,2019-01-30,2019-08-12,4,3,3,10,Loyal
65354,1421,17,3400.0,200.0,2016-02-23,2021-09-21,4,5,5,14,Champion
65366,3969,2,400.0,200.0,2014-03-26,2014-09-30,3,2,3,8,Regular
65401,193,1,200.0,200.0,2025-01-31,2025-01-31,5,1,2,8,Regular
65405,917,2,400.0,200.0,2016-04-01,2023-02-07,5,2,3,10,Regular
65434,3715,1,200.0,200.0,2015-06-11,2015-06-11,3,1,2,6,Regular
65447,1909,2,400.0,200.0,2016-04-01,2020-05-21,4,2,3,9,Regular
65486,166,11,4200.0,600.0,2017-02-28,2025-02-27,5,5,5,15,Champion
65512,3533,1,200.0,200.0,2015-12-10,2015-12-10,3,1,2,6,Regular
65515,67,21,4250.0,200.0,2018-02-23,2025-06-06,5,5,5,15,Champion
65516,995,2,475.0,300.0,2022-06-01,2022-11-21,5,2,3,10,Regular
65529,96,5,1000.0,200.0,2024-02-06,2025-05-08,5,4,4,13,Champion
65556,3696,2,2500.0,1500.0,2014-06-20,2015-06-30,3,2,5,10,Regular
65601,2657,10,2000.0,200.0,2015-04-21,2018-05-04,3,5,5,13,Regular
65606,2540,7,1400.0,200.0,2014-03-26,2018-08-29,3,4,4,11,Regular
65616,2355,9,1800.0,200.0,2016-04-01,2019-03-02,4,5,5,14,Champion
65628,76,12,2250.0,200.0,2022-02-04,2025-05-28,5,5,5,15,Champion
65647,4079,3,600.0,200.0,2013-11-16,2014-06-12,3,3,3,9,Regular
65652,3577,5,1000.0,200.0,2014-09-30,2015-10-27,3,4,4,11,Regular
65655,4079,2,400.0,200.0,2014-03-26,2014-06-12,3,2,3,8,Regular
65662,2490,1,200.0,200.0,2018-10-18,2018-10-18,3,1,2,6,Regular
65674,774,4,850.0,250.0,2017-03-17,2023-06-30,5,4,4,13,Champion
65675,994,2,400.0,200.0,2021-06-17,2022-11-22,5,2,3,10,Regular
65687,3354,2,250.0,150.0,2015-06-29,2016-06-06,3,2,2,7,Regular
65735,3911,3,600.0,200.0,2014-03-26,2014-11-27,3,3,3,9,Regular
65750,3318,1,200.0,200.0,2016-07-12,2016-07-12,3,1,2,6,Regular
65752,3623,2,400.0,200.0,2014-09-30,2015-09-11,3,2,3,8,Regular
65764,2540,4,800.0,200.0,2017-02-06,2018-08-29,3,4,4,11,Regular
65780,43,13,5700.0,500.0,2017-02-27,2025-06-30,5,5,5,15,Champion
65796,2947,2,300.0,100.0,2014-09-30,2017-07-18,3,2,3,8,Regular
65834,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
65888,3086,4,800.0,200.0,2015-04-21,2017-03-01,3,4,4,11,Regular
65898,3623,3,600.0,200.0,2015-04-21,2015-09-11,3,3,3,9,Regular
65940,780,1,500.0,500.0,2023-06-24,2023-06-24,5,1,3,9,Regular
65941,551,2,2200.0,2000.0,2022-11-21,2024-02-08,5,2,5,12,High Potential
65943,43,1,40.0,40.0,2025-06-30,2025-06-30,5,1,1,7,Regular
65945,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
65953,2156,4,800.0,200.0,2017-02-16,2019-09-17,4,4,4,12,Champion
65961,3623,3,600.0,200.0,2014-03-26,2015-09-11,3,3,3,9,Regular
65977,2365,3,1000.0,200.0,2014-09-30,2019-02-20,4,3,4,11,Loyal
65993,3623,1,200.0,200.0,2015-09-11,2015-09-11,3,1,2,6,Regular
65996,4079,1,200.0,200.0,2014-06-12,2014-06-12,3,1,2,6,Regular
66003,525,1,3000.0,3000.0,2024-03-05,2024-03-05,5,1,5,11,High Potential
66041,3420,3,1400.0,600.0,2014-09-30,2016-04-01,3,3,4,10,Regular
66071,1512,1,50.0,50.0,2021-06-22,2021-06-22,4,1,1,6,Regular
66073,454,23,4600.0,200.0,2016-05-11,2024-05-15,5,5,5,15,Champion
66076,3969,3,600.0,200.0,2014-03-26,2014-09-30,3,3,3,9,Regular
66079,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
66104,3346,1,250.0,250.0,2016-06-14,2016-06-14,3,1,2,6,Regular
66105,1517,4,900.0,200.0,2014-06-30,2021-06-17,4,4,4,12,Champion
66137,1510,1,100.0,100.0,2021-06-24,2021-06-24,4,1,1,6,Regular
66166,923,14,3600.0,600.0,2016-05-02,2023-02-01,5,5,5,15,Champion
66171,2378,3,600.0,200.0,2017-08-14,2019-02-07,4,3,3,10,Loyal
66181,1472,15,3000.0,200.0,2017-02-08,2021-08-01,4,5,5,14,Champion
66236,1173,18,3064.0,28.0,2016-03-01,2022-05-27,4,5,5,14,Champion
66237,1517,5,2700.0,1000.0,2015-11-17,2021-06-17,4,4,5,13,Champion
66255,2540,10,2000.0,200.0,2015-04-21,2018-08-29,3,5,5,13,Regular
66260,53,4,800.0,200.0,2021-06-17,2025-06-20,5,4,4,13,Champion
66272,2969,3,900.0,500.0,2015-04-21,2017-06-26,3,3,4,10,Regular
66273,1517,3,900.0,200.0,2017-05-29,2021-06-17,4,3,4,11,Loyal
66277,2199,7,1400.0,200.0,2017-02-28,2019-08-05,4,4,4,12,Champion
66284,2576,2,500.0,250.0,2017-10-17,2018-07-24,3,2,3,8,Regular
66299,2147,2,400.0,200.0,2019-05-01,2019-09-26,4,2,3,9,Regular
66300,1517,2,3025.0,500.0,2019-12-17,2021-06-17,4,2,5,11,High Potential
66318,1512,4,200.0,50.0,2015-06-26,2021-06-22,4,4,2,10,Loyal
66319,994,5,825.0,175.0,2019-05-06,2022-11-22,5,4,4,13,Champion
66343,721,10,2450.0,200.0,2018-02-22,2023-08-22,5,5,5,15,Champion
66379,3102,1,200.0,200.0,2017-02-13,2017-02-13,3,1,2,6,Regular
66380,2903,1,200.0,200.0,2017-08-31,2017-08-31,3,1,2,6,Regular
66408,3455,2,400.0,200.0,2015-09-11,2016-02-26,3,2,3,8,Regular
66413,698,11,2200.0,200.0,2017-02-28,2023-09-14,5,5,5,15,Champion
66414,1098,2,375.0,175.0,2021-06-17,2022-08-10,4,2,3,9,Regular
66419,2993,3,400.0,200.0,2015-06-30,2017-06-02,3,3,3,9,Regular
66448,2902,8,1600.0,200.0,2014-09-30,2017-09-01,3,5,4,12,Regular
66455,3623,1,200.0,200.0,2015-09-11,2015-09-11,3,1,2,6,Regular
66465,3766,1,200.0,200.0,2015-04-21,2015-04-21,3,1,2,6,Regular
66471,3190,1,50.0,50.0,2016-11-17,2016-11-17,3,1,1,5,Regular
66479,3969,1,200.0,200.0,2014-09-30,2014-09-30,3,1,2,6,Regular
66486,3623,1,200.0,200.0,2015-09-11,2015-09-11,3,1,2,6,Regular
66510,3107,1,200.0,200.0,2017-02-08,2017-02-08,3,1,2,6,Regular
66523,3091,7,1800.0,600.0,2015-04-21,2017-02-24,3,4,5,12,Regular
66549,3102,1,60.0,60.0,2017-02-13,2017-02-13,3,1,1,5,Regular
66558,3205,1,50.0,50.0,2016-11-02,2016-11-02,3,1,1,5,Regular
66563,425,9,1800.0,200.0,2016-02-23,2024-06-13,5,5,5,15,Champion
66570,3360,2,400.0,200.0,2016-02-29,2016-05-31,3,2,3,8,Regular
66580,76,4,800.0,200.0,2024-03-19,2025-05-28,5,4,4,13,Champion
66588,935,1,808.0,808.0,2023-01-20,2023-01-20,5,1,4,10,High Potential
66592,2722,1,600.0,600.0,2018-02-28,2018-02-28,3,1,3,7,Regular
66593,3088,1,600.0,600.0,2017-02-27,2017-02-27,3,1,3,7,Regular
66598,3969,1,200.0,200.0,2014-09-30,2014-09-30,3,1,2,6,Regular
66600,1517,1,600.0,600.0,2021-06-17,2021-06-17,4,1,3,8,Regular
66603,48,9,11350.0,2500.0,2015-04-21,2025-06-25,5,5,5,15,Champion
66607,2352,1,200.0,200.0,2019-03-05,2019-03-05,4,1,2,7,Regular
66643,3087,2,1200.0,600.0,2016-04-01,2017-02-28,3,2,4,9,Regular
66654,3286,2,400.0,200.0,2016-04-01,2016-08-13,3,2,3,8,Regular
66693,2339,3,600.0,200.0,2018-02-14,2019-03-18,4,3,3,10,Loyal
